Id	text	user_location
789	alhamdulilah warga jakarta satu dosis vaksin daerah susul herd immunity indonesia capai amin provinsi punya gt bal kepri data kemenkes juli	Jakarta Capital Region, Indone
790	sms tanggal vaksin	Jakarta Capital Region, Indone
791	halo kalau mau vaksin gambir jalan jalan pake tiket umum	Jakarta Capital Region, Indone
792	kalau mau vaksin tinggal tunjuk bukti surat undang vaksinasi	Jakarta Capital Region, Indone
793	tidur jam jam menit bahkan vaksinasi alami efek samping pergi bioskop	Jakarta Capital Region, Indone
794	kalau dulu perintah fokus dki jabodetabek laku karantina mungkin defisit vaksin rk pusat baru kirim vaksin juta warga jabar	Jakarta Capital Region, Indone
795	jelas mana arah vaksin	Jakarta Capital Region, Indone
796	heran israel unggul musuh siap mati cara alami tolak vaksin	Jakarta Capital Region, Indone
797	sedia vaksin tegal sering kosong	Jakarta Capital Region, Indone
798	kapan vaksin az	Jakarta Capital Region, Indonesia
799	selamat pagi warga ibu kota vaksinasi salah satu upaya jaga diri orang orang dekat	Jakarta Capital Region, Indonesia
800	vaksin baik vaksin usaha tunda urus rw tempat laksana program vaksinasi warga semua juang	Jakarta Depok Bandung Denpasar
801	juta bahan baku vaksin sinovac darat indonesia selasa juli	Jakarta Indonesia
802	mau vaksin area kelapa gading isi link khusus ktp dki jakarta ps vaksin astra zeneca pernah vaksin dosis pertama mulai usia    tahun	Jakarta Indonesia
803	bagus lah vaksin az nya full liat twit orang luar bilang oke lah sampe bulan cm kalau bulan khasiat vaksin lebih baik pake vaksin az bulan september	Jakarta Indonesia
804	bagus vaksin az nya full ane pernah liat tweet orang luar kata nya oke sampe bulan cm kalau bulan efikasi vaksin nya lebih baik ane pake vaksin az bulan september	Jakarta Indonesia
805	perhati stok vaksin covid dukung bijak baik	Jakarta Indonesia
806	muhadjir effendy minta perintah daerah selesai stok vaksin covid gudang	Jakarta Indonesia
807	data tunjuk vaksinasi jakarta efektif kasus positif mati	Jakarta Indonesia
808	perlu bingung sakit apa vaksinasi rasa kena flu tubuh milik antibodi sunti pertama yakin orang indonesia tular covid disiplin suntik vaksin jadi resistensi	Jakarta Indonesia
809	jadi vaksin ayo segera vaksin jangan takut jarum suntik insya allah waktu dekat herd immunity wujud langsung sekolah tatap muka	Jakarta Indonesia
810	tanya dulu kapan vaksin pk az	Jakarta Indonesia
811	usah sinovac az tanya aja kalau bukan az cari pake az tempat vaksin taruh penting dosis sama merek	Jakarta Indonesia
812	usah sinovac az tanya aja kalau bukan az cari pake az mana taruh vaksin penting dosis sama merek	Jakarta Indonesia
813	minta ktp fc mungkin daftar online tugas tempat screening koneksi online baru lihat nik langsung vaksin ribet kok tugas nyaring sedang online	Jakarta Indonesia
814	vaksin datang langsung walk in rs waras juli mulai waktu vaksin sinovac vaksin bawa ktp kk lama tahun tahun	Jakarta Indonesia
815	mana makoopsau jalan pondok gede belah rs haji jakarta seberang roti bakar edi pondok gede laku vaksinasi massal usia    tahun	Jakarta Indonesia
816	thread bagus sebar chat orang anggap vaksin covid eksperimental jujur semua dokter paham tahap tahap uji klinis bicara lebih banyak antar bidang memang	Jakarta Metropolitan Area
817	selamat pagi calon ikut program vaksinasi vaksin krl hari sama cukup tunjuk bukti daftar undang vaksinasi tugas patuh sehat protokol terima kasih	Jakarta Pusat
818	selamat pagi informasi calon ikut program vaksinasi vaksinasi krl hari sama cukup tunjuk bukti registrasi undang vaksinasi tugas patuh protokol sehat terima kasih	Jakarta Pusat
819	tuju tunda biaya infrastruktur non strategis potong tunjang semua tingkat selenggara negara legislatif negara legislatif negara realokasi anggar bayar tunggak rs swab test vaksinasi massal warga kota subsidi butuh keluarga isolasi obat covid	Jakarta Pusat
820	selamat pagi mohon maaf baru balas calon krl vaksinasi mohon krl hari sama jadwal vaksinasi tunjuk undang bukti daftar vaksinasi tugas terima kasih	Jakarta Pusat
821	selamat pagi calon krl laku vaksinasi harap krl hari sama jadwal vaksinasi tunjuk undang bukti daftar vaksinasi tugas tks	Jakarta Pusat
822	istri daftar dosis vaksin via jaki bulan lalu lokasi green pramuka jakarta pusat sekarang waktu vaksin pilih lokasi vaksin tempat sama gimana	Jakarta Pusat
823	selamat pagi informasi calon ikut program vaksinasi vaksin krl hari sama cukup tunjuk bukti daftar undang vaksinasi tugas patuh protokol sehat terima kasih	Jakarta Pusat
824	selamat siang calon user vaksinasi silah naik kereta tunjuk bukti registrasi undang vaksinasi tugas hari sama jadwal vaksinasi	Jakarta Pusat
825	selamat pagi calon ikut program vaksinasi vaksin krl hari sama cukup tunjuk bukti registrasi undang vaksinasi tugas tks	Jakarta Pusat
826	selamat pagi perlu vaksin vaksin selesai tunjuk bukti undang vaksin tugas stasiun sesuai tanggal tera undang jadwal vaksin tks	Jakarta Pusat
827	sepakat vaksin salah satu langkah akhir pandemi dukung	Jakarta Pusat, DKI Jakarta
828	vaksin apa kamu pakai	Jakarta Pusat, DKI Jakarta
829	btw kerja barito kuala ktp hulu sungai selatan vaksin semua ngurus daftar kantor manajemen vaksin suruh ambil fotocopy id vaksin pake ktp asli aku baru tau e id card ngetrend wkwkwk pas aku tulis baru ngomong aja	Jakarta Pusat, DKI Jakarta
830	pemkab bekas minta industri batal vaksinasi gotong royong	Jakarta Pusat, DKI Jakarta
831	hai kak program vaksinasi covid tunjuk bukti kartu vaksinasi baik kartu fisik maupun kartu elektronik aplikasi staff terima kasih	Jakarta Pusat, DKI Jakarta
832	kalau vaksin terima tunda aku pulang permisi bagaimana bansos biaya hidup lama tingkat ppkm nyata banyak pulang kampung bantu	Jakarta Pusat, DKI Jakarta
833	vaksinasi jakarta timur capai target camat sumbang besar	Jakarta Pusat, DKI Jakarta
834	lidi selesai warga tangerang tinggal suntik vaksin	Jakarta Pusat, DKI Jakarta
835	koar lok lokdon sekarang minta henti vaksin ppkm mau berontak prokes roaming sana sini larang mau apa jokowi mau turun lalu masa sulit pandemi siapa ganti siapa kepala daerah cari slamet	Jakarta Pusat, DKI Jakarta
836	cara uang indonesia jabat bagai rektor ui jabat bagai komisaris ubah undang undang presiden tuju korupsi bisnis vaksin selubung	Jakarta Pusat, DKI Jakarta
837	fkppi gelar vaksinasi massal hadiah	Jakarta Pusat, DKI Jakarta
838	vaksin gan	Jakarta Pusat, DKI Jakarta
839	menko pmk minta stok vaksin covid segera habis	Jakarta Pusat, DKI Jakarta
840	anies sebut vaksinasi mampu tahan laju kasus corona	Jakarta Pusat, DKI Jakarta
841	meski singapura tahu beri vaksin pfizer moderna warga cara gratis vaksin sinovac banyak buru warga	Jakarta Selatan
842	antri ambil nomor vaksin	Jakarta Selatan 12940
843	sangat jijik jadi sekarang pengaruh orang mau vaksinasi	Jakarta Selatan, DKI Jakarta
844	sulit edukasi keluarga vaksin keluarga kabar tinggal rekan kerja vaksin	Jakarta Selatan, DKI Jakarta
845	kalau bawa keranjang jamu halal muke menteri vaksin sinovac hati hati tuan tuan	Jakarta Selatan, DKI Jakarta
846	sunti sakit toleransi tubuh orang beda beda kata teman sakit efek ringan aku kamu penting jangan tegang ikut instruksi tugas ayo vaksinasi semangat kirim	Jakarta Selatan, DKI Jakarta
847	orang akhlak lihat rakyat bagai ladang bisnis jual vaksin butuh rakyat gotong royong individu gotong royong untung kelompok akhir pahlawan datang batal	Jakarta Selatan, DKI Jakarta
848	covid virus serang paru paru infeksi kondisi orang vaksin milik peluang sembuh lebih besar jadi sumber kata vaksinasi bunuh masal apa bukti	Jakarta Selatan, DKI Jakarta
849	updatenya nyambung kata kalau gbk vaksinasi massal memang update tugas data manual woi tugas sentravaksin mana tanggung program vaksinasi selesai chat whatsapp aktif pergi	Jakarta Selatan, DKI Jakarta
850	gubernur dki minta masyarakat segera ikut program vaksinasi covid	Jakarta Selatan, DKI Jakarta
851	pangku tangan turun lapang bantu perintah salur bantu sosial vaksinasi rakyat kecil butuh baik tangan kotor tangan keringat satu rakyat koalisi rakyat	Jakarta Selatan, DKI Jakarta
852	min mau vaksin besok naik kalau bawa surat vaksin	Jakarta Selatan, DKI Jakarta
853	ikut vaksinasi twips	Jakarta Selatan, DKI Jakarta
854	pak awan vaksin laku mafia vaksin percuma vaksin nusantara muncul	Jakarta Selatan, DKI Jakarta
855	vaksin cegah mati twips	Jakarta Selatan, DKI Jakarta
856	vaksinasi hari tbtb badan sangat pusing	Jakarta Selatan, DKI Jakarta
857	biasa kendara angkut vaksin kawal tugas aman ganggu cukup ketuk kening	Jakarta Selatan, DKI Jakarta
858	vaksin halal	Jakarta Selatan, DKI Jakarta
859	apa apa teman ajanabis vaksin suruh istirahat hari oke huhu terima kasih	Jakarta Selatan, DKI Jakarta
860	informasi benar sumpah moga distribusi vaksin jalan lancar	Jakarta Selatan, DKI Jakarta
861	update nya nyambung kata kalau vaksinasi masal gbk update tugas kalau data manual woi tugas sentravaksin mana tanggung jawab program vaksinasi selesai chat whatsapp aktif langsung	Jakarta Selatan, DKI Jakarta
862	vaksin penvil	Jakarta Selatan, DKI Jakarta
863	besok jadwal vaksin moga makin sehat daya tahan tubuh makin kuat amin yra	Jakarta Selatan, DKI Jakarta 
864	hai mohon cerah jalan vaksin dosis sinovac salah satu puskesmas jakarta daerah sebut ppkm jakarta sedang bulan juli jatuh tempo dosis vaksin puskesmas tempat	Jakarta Timur
865	fitur status vaksinasi mitra kemudi aplikasi gojek versi baru	Jakarta Timur, DKI Jakarta
866	kantor w desak banyak kena dampak cepat vaksin	Jakarta Timur, DKI Jakarta
867	pagi fasilitas sehat layan vaksinasi cek sini	Jakarta Timur, DKI Jakarta
868	halo selamat pagi mau tanya vaksin pertama puskesmas camat kelapa gading kemudian vaksin kata kabupaten kelapa gading mksd kantor camat kelapa gading apa foto lampir	Jakarta Timur, DKI Jakarta
869	besok vaksin mohon reviewnya bagaimana gejala	Jakarta Timur, DKI Jakarta
870	erat kait bisnis kalau vaksin sukses pabrikan ganggu proyek proyek	Jakarta Timur, DKI Jakarta
871	upaya lalu vaksin mati tangan allah	Jakarta Timur, DKI Jakarta
872	nah awal memang orang tua prioritas dulu pakai ktp meski bukan warga sana tetap vaksin nah penting implementasi vaksin jalan lancar	Jakarta Timur, DKI Jakarta
873	vaksinasi anies baswedan hasil turun risiko mati akibat covid	Jakarta Timur, DKI Jakarta
874	tunjuk mungkin booster dosis tiga tunjuk buah teliti china tingkat kadar antibodi hingga puluh kali lipat rupa strategi timbang tugas sehat terima vaksin mrna	Jakarta Utara, DKI Jakarta
875	vaksin vaksin vaksin camat cilegon banten	Jakarta Utara, DKI Jakarta
876	survivor tb proses musnah bulan bulan obat puskesmas vaksin bcg dbd gejala klinis hari hari sangat lihat cek darah rapid test tular lewat nyamuk covid virus baru mutasi vaksin terima semua obat temu	Jakarta Utara, DKI Jakarta
877	betul gan bagai daerah sedang juang vaksin apa kata sanksi urus surat surat segala hubung pihak wenang lihat antri kadang makan sertifikat	Jakarta Utara, DKI Jakarta
878	tunjuk mungkin booster dosis tiga tunjuk teliti china tingkat kadar antibodi hingga puluh kali lipat rupa strategi timbang tugas sehat terima vaksin mrna	Jakarta Utara, DKI Jakarta
879	apa fungsi vaksin perlu vaksin turut ariel siapa tau lebih dengerin ariel noahin	Jakarta Utara, DKI Jakarta
880	ridwan kamil kata vaksin mana benar	Jakarta Utara, DKI Jakarta
881	cuit muannas nyata lapor sebut lebih spesifik kait nyata gus najih kait skenario bunuh massal vaksin covid	Jakarta Utara, DKI Jakarta
882	sore min rencana jalan jalan vaksin papar covid kurang bulan pergi tunjuk hasil tes antigen pcr negatif	Jakarta Utara, DKI Jakarta
883	omg sotoy vaksin	Jakarta bali singapore
884	demo bijak emmanuel macron paspor vaksin covid wajib sebar cara online	Jakarta selatan
885	covid takut demo sama preman pialang vaksin	Jakarta selatan
886	saing dagang obat bahkan vaksin jadi teman teman vaksinasi sinovac cari tabung o varian delta vaksinasi big pharma kebal tinggi	Jakarta selatan
887	juru bicara vaksinasi covid siti nadia tarmidhi berita sebut berita bohong hoax sertifikat vaksin covid syarat administrasi penting viralkan disalahgunakan	Jakarta selatan
888	turut jadwal dosis vaksin hari kok informasi mana	Jakarta timur
889	tikus vaksinasi hari jadi steven tinggal oke	Jakarta ~ HKCity
890	kapan sidang anggota dpr tolak vaksin	Jakarta «» Depok
891	aku bos vaksin	Jakarta, Ind
892	perlu tahu karakter vaksin	Jakarta, Indonesia
893	informasi masalah kait sertifikat vaksin silah kirim email sertifikat terima kasih	Jakarta, Indonesia
894	silah laku registrasi ulang vaksin lokasi fasilitas sehat sedia informasi kait ubah jadwal lokasi vaksinasi dosis lihat infografis ikut terima kasih	Jakarta, Indonesia
895	sasar lansia pns giat vaksinasi laku rumah warga	Jakarta, Indonesia
896	gilir mau vaksin ngantuk malas mau apa pak rektor ui	Jakarta, Indonesia
897	awal pandemi agustus awal bulan punya x vaksin lengkap vaksin proteksi ekstra kok butuh dokumen vaksin	Jakarta, Indonesia
898	bandung jawa barat memang sarang kadrun daerah mana asai pks covid mana perhati sedang sendiri gaung konspirasi covid tolak vaksin berat	Jakarta, Indonesia
899	ingat nama indra rudiansyah mahasiswa clinical medicine jenner institute oxford university indra tim sarah gilbert temu vaksin astrazeneca aju paten atas temu	Jakarta, Indonesia
900	kamrussamad cepat vaksin ekonomi naik	Jakarta, Indonesia
901	masjid milik peran penting bangun adab	Jakarta, Indonesia
902	lazada adakan vaksinasi covid periksa syarat	Jakarta, Indonesia
903	rumah buru kirain telat sini tunggu waktu vaksin	Jakarta, Indonesia
904	kapendam v brawijaya kolonel arm imam haryadi siap ribu dosis vaksin warga jawa timur terus tingkat sesuai sedia vaksin	Jakarta, Indonesia
905	smnjak kecewa istilah otg memang maklum kepincut prnah apa smnjak covid pernah sakit demam jelas vaksin sek metode baik lebih prcyo cara alami tuju pola hidup sehat patuh proke	Jakarta, Indonesia
906	vaksin impor bahlil ajak industri sehat as investasi indonesia	Jakarta, Indonesia
907	perhati	Jakarta, Indonesia
908	dirjen wto desak afrika bangun kapasitas produksi vaksin covid	Jakarta, Indonesia
909	pagi admin mau tanya kapan vaksin pfizer gratis umum	Jakarta, Indonesia
910	kalau bawah bulan vaksin efek apa  dapet kebal tambah jadi sama aja lah bo	Jakarta, Indonesia
911	mau vaksin minta syarat e ktp plus surat domisili macam macam omong kosong bikin e ktp minta surat sakti akta lahir orang tua lama bisnis biro jasa arti birokrat brengsek	Jakarta, Indonesia
912	sempat olok olok vaksin corona orang akhir tinggal covid	Jakarta, Indonesia
913	mau daftar vaksinasi lewat jaki kok semua fasilitas sehat dki penuh min padahal lihat sini kuota kurang dukung web	Jakarta, Indonesia
914	noted	Jakarta, Indonesia
915	soal belitung kemarin vaksin daerah sijuk manggar cari info balik jkt sekarang lewat pangkal pcr pinang rs bakti tin hasil cuma juta trus terbang jkt situ	Jakarta, Indonesia
916	jakarta indonesia	Jakarta, Indonesia
917	damping desa bantu vaksinasi desa puskesmas tempat telusur warga dampak covid salur dana desa sembako	Jakarta, Indonesia
918	vaksinasi virus covid fotokopi ktp kemenkes klarifikasi	Jakarta, Indonesia
919	menko airlangga anak suntik vaksin covid dosis pertama	Jakarta, Indonesia
920	juang lupa esensi tanggung jawab efek vaksin	Jakarta, Indonesia
921	kspsi sama polisi adakan vaksinasi gratis kerja	Jakarta, Indonesia
922	vaksin penuh undur diri suntik wisma yoso masyarakat jadi korban undur diri	Jakarta, Indonesia
923	yap catat sistem beberapa pusat vaksinasi non jaki memang milik blanko sendiri jaki kira suruh print sendiri cepat beberapa proses	Jakarta, Indonesia
924	vaksin moderna covid kata bagai booster injeksi kini edar rumor vaksin moderna incar kalang jabat kalang tengah atas berkat khasiat tinggi	Jakarta, Indonesia
925	vaksinasi anak baru pertama kali laku kota tasikmalaya	Jakarta, Indonesia
926	tahu bagaimana perintah daerah vaksin apa satu daerah vaksin batas apa tunjuk berapa banyak sumber daya manusia butuh simpan transportasi lokal	Jakarta, Indonesia
927	jadi vaksinasi sinovac x kena covid perlu vaksin	Jakarta, Indonesia
928	airlangga pak jokowi kata vaksinasi covid ubah main	Jakarta, Indonesia
929	jumlah terima vaksinasi covid hari bulan juli	Jakarta, Indonesia
930	pantau kembang lalu rasa sakit korban tinggal lalu apa tanggung jawab e media kata sakit justru salah korban jujur pribadi pikir banyak media pergi lalu screening vaksin turut kurang akurat jadi total mcu	Jakarta, Indonesia
